customer_id,signup_date,acquisition_channel,country,email_subscriber,persona_actual
C000109,2023-02-05,paid_search,CA,True,Impulse Buyer
C000110,2023-01-30,social,US,False,Window Shopper
C000111,2023-07-16,organic_search,US,False,Impulse Buyer
C000112,2023-06-16,direct,US,True,Window Shopper
C000113,2023-05-05,organic_search,UK,False,Impulse Buyer
C000114,2023-03-06,referral,US,False,Impulse Buyer
C000115,2023-03-03,email,US,True,Window Shopper
C000116,2023-02-08,organic_search,CA,True,Impulse Buyer
C000117,2023-06-16,email,UK,True,Window Shopper
C000118,2023-03-12,email,US,True,Window Shopper
C000119,2023-02-20,organic_search,DE,True,Impulse Buyer
C000120,2023-03-15,paid_search,US,True,Window Shopper
C000121,2023-04-24,organic_search,UK,True,Window Shopper
C000122,2023-03-16,paid_search,US,True,Impulse Buyer
C000123,2023-05-13,social,US,False,Bargain Hunter
C000124,2023-03-14,paid_search,UK,True,Loyal Customer
C000125,2023-04-23,organic_search,US,True,Window Shopper
C000126,2023-03-13,direct,US,True,Window Shopper
C000127,2023-03-20,social,US,True,Loyal Customer
C000128,2023-05-02,email,US,True,Window Shopper
C000129,2023-05-23,social,AU,True,Window Shopper
C000130,2023-04-27,direct,US,True,Bargain Hunter
C000131,2023-06-22,organic_search,AU,True,Window Shopper
C000132,2023-08-18,social,UK,True,Window Shopper
C000133,2023-03-07,social,CA,True,Window Shopper
C000134,2023-06-08,paid_search,CA,True,Bargain Hunter
C000135,2023-02-20,paid_search,US,True,Gift Shopper
C000136,2023-04-14,organic_search,UK,True,Window Shopper
C000137,2023-02-10,social,US,True,Window Shopper
C000138,2023-03-22,social,US,True,Window Shopper
C000139,2023-08-31,organic_search,UK,False,Gift Shopper
C000140,2023-06-03,referral,DE,True,Impulse Buyer
C000141,2023-02-12,organic_search,AU,False,Window Shopper
C000142,2023-06-03,organic_search,DE,True,Window Shopper
C000143,2023-01-24,direct,UK,False,Impulse Buyer
C000144,2023-02-19,direct,AU,False,Window Shopper
C000145,2023-08-04,paid_search,DE,True,Impulse Buyer
C000146,2023-02-03,organic_search,UK,True,Window Shopper
C000147,2023-03-08,paid_search,UK,True,Bargain Hunter
C000148,2023-03-24,organic_search,US,False,Bargain Hunter
C000149,2023-02-14,paid_search,US,True,Loyal Customer
C000150,2023-05-13,social,UK,True,Bargain Hunter
C000151,2023-06-18,direct,CA,False,Window Shopper
C000152,2023-02-16,email,US,True,Bargain Hunter
C000153,2023-05-14,social,AU,True,Bargain Hunter
C000154,2023-03-05,paid_search,US,True,Loyal Customer
C000155,2023-02-03,paid_search,AU,True,Window Shopper
C000156,2023-01-25,social,CA,True,Gift Shopper
C000157,2023-06-09,organic_search,US,False,Loyal Customer
C000158,2023-08-13,paid_search,AU,True,Bargain Hunter
C000159,2023-06-05,paid_search,US,True,Bargain Hunter
C000160,2023-02-17,organic_search,US,True,Gift Shopper
C000161,2023-07-13,email,US,False,Window Shopper
C000162,2023-03-18,organic_search,US,False,Window Shopper
C000163,2023-08-01,direct,US,True,Bargain Hunter
C000164,2023-01-23,direct,DE,True,Bargain Hunter
C000165,2023-06-18,email,US,True,Window Shopper
C000166,2023-04-04,organic_search,UK,False,Gift Shopper
C000167,2023-06-23,social,CA,False,Window Shopper
C000168,2023-02-23,organic_search,CA,False,Window Shopper
C000169,2023-07-05,email,CA,True,Bargain Hunter
C000170,2023-03-12,organic_search,CA,True,Impulse Buyer
C000171,2023-02-18,direct,DE,True,Gift Shopper
C000172,2023-04-27,paid_search,CA,True,Impulse Buyer
C000173,2023-07-05,social,CA,True,Window Shopper
C000174,2023-05-08,direct,US,False,Loyal Customer
C000175,2023-07-06,social,UK,True,Loyal Customer
C000176,2023-02-26,email,DE,False,Impulse Buyer
C000177,2023-08-31,paid_search,AU,True,Window Shopper
C000178,2023-02-01,organic_search,US,False,Loyal Customer
C000179,2023-03-17,organic_search,AU,True,Impulse Buyer
C000180,2023-03-21,paid_search,CA,False,Loyal Customer
C000181,2023-03-07,referral,US,True,Bargain Hunter
C000182,2023-02-27,paid_search,AU,True,Impulse Buyer
C000183,2023-04-12,direct,US,True,Window Shopper
C000184,2023-03-29,direct,US,True,Impulse Buyer
C000185,2023-05-27,social,DE,True,Impulse Buyer
C000186,2023-05-25,direct,UK,True,Impulse Buyer
C000187,2023-03-17,social,US,True,Bargain Hunter
C000188,2023-05-01,email,UK,True,Loyal Customer
C000189,2023-08-18,organic_search,US,True,Loyal Customer
C000190,2023-06-03,direct,AU,True,Impulse Buyer
C000191,2023-04-14,social,UK,True,Loyal Customer
C000192,2023-02-05,organic_search,UK,True,Window Shopper
C000193,2023-02-12,direct,UK,True,Window Shopper
C000194,2023-04-08,paid_search,DE,True,Window Shopper
C000195,2023-03-07,paid_search,CA,True,Bargain Hunter
C000196,2023-04-29,referral,CA,True,Window Shopper
C000197,2023-05-25,social,UK,False,Bargain Hunter
C000198,2023-04-21,direct,UK,False,Window Shopper
C000199,2023-05-16,social,AU,True,Impulse Buyer
C000200,2023-07-12,social,CA,True,Bargain Hunter
C000201,2023-03-18,social,US,True,Window Shopper
C000202,2023-06-30,paid_search,CA,True,Impulse Buyer
C000203,2023-04-02,direct,AU,False,Loyal Customer
C000204,2023-01-31,organic_search,UK,True,Window Shopper
C000205,2023-05-03,paid_search,US,False,Window Shopper
C000206,2023-04-18,email,AU,True,Gift Shopper
C000207,2023-04-17,direct,US,False,Gift Shopper
C000208,2023-05-23,paid_search,US,False,Loyal Customer
C000209,2023-03-10,direct,US,True,Bargain Hunter
C000210,2023-05-23,direct,UK,True,Bargain Hunter
C000211,2023-03-06,direct,UK,True,Window Shopper
C000212,2023-03-27,direct,UK,True,Impulse Buyer
C000213,2023-04-23,organic_search,US,True,Window Shopper
C000214,2023-04-02,social,US,True,Window Shopper
C000215,2023-05-19,social,US,True,Impulse Buyer
C000216,2023-01-09,social,US,False,Loyal Customer
C000217,2023-04-03,social,AU,True,Impulse Buyer
C000218,2023-05-06,paid_search,UK,False,Window Shopper
C000219,2023-02-14,direct,US,True,Window Shopper
C000220,2023-03-05,organic_search,US,True,Bargain Hunter
C000221,2023-02-06,organic_search,US,False,Impulse Buyer
C000222,2023-02-15,social,DE,True,Window Shopper
C000223,2023-01-21,organic_search,UK,True,Window Shopper
C000224,2023-05-10,email,AU,True,Loyal Customer
C000225,2023-06-28,paid_search,AU,False,Impulse Buyer
C000226,2023-04-06,paid_search,CA,False,Window Shopper
C000227,2023-03-08,direct,US,True,Window Shopper
C000228,2023-03-12,paid_search,US,True,Bargain Hunter
C000229,2023-04-10,social,US,True,Window Shopper
C000230,2023-04-19,email,UK,True,Gift Shopper
C000231,2023-03-21,social,AU,False,Gift Shopper
C000232,2023-06-28,social,US,True,Impulse Buyer
C000233,2023-01-31,paid_search,US,True,Loyal Customer
C000234,2023-06-11,social,US,True,Impulse Buyer
C000235,2023-04-23,social,US,True,Window Shopper
C000236,2023-08-07,direct,CA,True,Bargain Hunter
C000237,2023-05-03,paid_search,AU,False,Window Shopper
C000238,2023-04-22,social,US,True,Bargain Hunter
C000239,2023-04-19,social,AU,False,Bargain Hunter
C000240,2023-03-17,organic_search,AU,True,Impulse Buyer
C000241,2023-03-04,direct,US,True,Window Shopper
C000242,2023-04-20,paid_search,AU,True,Window Shopper
C000243,2023-02-19,direct,CA,True,Bargain Hunter
C000244,2023-04-06,social,US,True,Window Shopper
C000245,2023-02-21,organic_search,AU,False,Bargain Hunter
C000246,2023-03-21,social,AU,False,Bargain Hunter
C000247,2023-04-23,paid_search,AU,False,Bargain Hunter
C000248,2023-03-06,social,DE,True,Impulse Buyer
C000249,2023-02-16,paid_search,UK,True,Impulse Buyer
C000250,2023-01-31,direct,UK,True,Bargain Hunter
C000251,2023-02-11,organic_search,CA,True,Bargain Hunter
C000252,2023-03-04,organic_search,AU,True,Window Shopper
C000253,2023-02-04,paid_search,AU,True,Bargain Hunter
C000254,2023-03-04,referral,US,True,Window Shopper
C000255,2023-08-30,organic_search,CA,True,Loyal Customer
C000256,2023-01-30,social,US,True,Gift Shopper
C000257,2023-06-06,email,UK,False,Gift Shopper
C000258,2023-02-05,organic_search,CA,True,Window Shopper
C000259,2023-06-07,social,US,False,Impulse Buyer
C000260,2023-06-29,organic_search,UK,True,Bargain Hunter
C000261,2023-03-03,organic_search,UK,True,Window Shopper
C000262,2023-02-12,referral,UK,True,Impulse Buyer
C000263,2023-04-03,organic_search,US,False,Impulse Buyer
C000264,2023-05-23,paid_search,US,True,Window Shopper
C000265,2023-02-14,paid_search,US,True,Impulse Buyer
C000266,2023-03-24,organic_search,DE,False,Bargain Hunter
C000267,2023-03-16,paid_search,US,True,Window Shopper
C000268,2023-03-28,direct,CA,True,Bargain Hunter
C000269,2023-05-28,social,AU,False,Window Shopper
C000270,2023-05-04,social,US,True,Bargain Hunter
C000271,2023-03-07,social,UK,True,Window Shopper
C000272,2023-02-23,referral,US,False,Bargain Hunter
C000273,2023-04-25,paid_search,UK,True,Gift Shopper
C000274,2023-04-06,direct,DE,True,Window Shopper
C000275,2023-03-09,organic_search,CA,True,Gift Shopper
C000276,2023-02-06,organic_search,US,False,Bargain Hunter
C000277,2023-07-31,email,US,True,Bargain Hunter
C000278,2023-03-02,paid_search,DE,False,Bargain Hunter
C000279,2023-06-24,direct,DE,True,Bargain Hunter
C000280,2023-01-21,email,US,True,Impulse Buyer
C000281,2023-02-21,organic_search,US,False,Gift Shopper
C000282,2023-06-14,social,AU,True,Impulse Buyer
C000283,2023-05-28,social,US,True,Impulse Buyer
C000284,2023-03-27,organic_search,DE,True,Bargain Hunter
C000285,2023-05-20,email,CA,True,Impulse Buyer
C000286,2023-06-23,organic_search,AU,True,Window Shopper
C000287,2023-02-01,organic_search,US,False,Impulse Buyer
C000288,2023-01-29,paid_search,US,True,Gift Shopper
C000289,2023-06-10,direct,DE,False,Window Shopper
C000290,2023-02-22,email,US,False,Impulse Buyer
C000291,2023-06-30,email,US,True,Loyal Customer
C000292,2023-04-13,direct,CA,False,Loyal Customer
C000293,2023-06-24,paid_search,DE,False,Window Shopper
C000294,2023-04-14,paid_search,US,False,Window Shopper
C000295,2023-04-13,email,AU,True,Window Shopper
C000296,2023-03-11,organic_search,AU,True,Gift Shopper
C000297,2023-05-24,email,AU,True,Impulse Buyer
C000298,2023-02-14,paid_search,US,True,Window Shopper
C000299,2023-03-23,paid_search,UK,True,Impulse Buyer
C000300,2023-03-14,email,CA,True,Impulse Buyer
C000301,2023-04-08,paid_search,DE,True,Impulse Buyer
C000302,2023-02-09,paid_search,US,True,Loyal Customer
C000303,2023-05-09,email,DE,True,Impulse Buyer
C000304,2023-04-02,social,CA,True,Bargain Hunter
C000305,2023-03-14,paid_search,US,True,Impulse Buyer
C000306,2023-06-11,email,CA,True,Window Shopper
C000307,2023-05-04,paid_search,AU,True,Bargain Hunter
C000308,2023-02-25,paid_search,US,True,Window Shopper
C000309,2023-04-10,organic_search,CA,True,Window Shopper
C000310,2023-04-07,organic_search,US,True,Bargain Hunter
C000311,2023-07-20,organic_search,DE,False,Bargain Hunter
C000312,2023-01-29,email,UK,True,Window Shopper
C000313,2023-03-23,paid_search,AU,True,Impulse Buyer
C000314,2023-08-28,paid_search,UK,True,Window Shopper
C000315,2023-05-21,social,US,True,Gift Shopper
C000316,2023-05-04,paid_search,US,True,Gift Shopper
C000317,2023-06-21,email,US,True,Bargain Hunter
C000318,2023-06-26,paid_search,AU,False,Impulse Buyer
C000319,2023-03-15,direct,US,True,Impulse Buyer
C000320,2023-01-31,direct,AU,False,Loyal Customer
C000321,2023-02-06,email,US,True,Impulse Buyer
C000322,2023-02-28,organic_search,US,False,Bargain Hunter
C000323,2023-03-04,social,US,True,Bargain Hunter
C000324,2023-03-18,social,UK,True,Impulse Buyer
C000325,2023-04-28,paid_search,AU,True,Loyal Customer
C000326,2023-05-28,organic_search,CA,True,Loyal Customer
C000327,2023-03-25,organic_search,AU,True,Impulse Buyer
C000328,2023-06-15,organic_search,CA,True,Loyal Customer
C000329,2023-04-15,email,UK,True,Window Shopper
C000330,2023-03-06,direct,DE,True,Window Shopper
C000331,2023-02-28,organic_search,CA,True,Bargain Hunter
C000332,2023-02-20,paid_search,US,True,Impulse Buyer
C000333,2023-04-17,email,CA,True,Impulse Buyer
C000334,2023-02-11,email,UK,True,Bargain Hunter
C000335,2023-06-05,social,US,True,Window Shopper
C000336,2023-02-18,email,DE,False,Window Shopper
C000337,2023-05-08,organic_search,UK,False,Loyal Customer
C000338,2023-04-04,paid_search,DE,True,Impulse Buyer
C000339,2023-05-07,email,AU,True,Bargain Hunter
C000340,2023-04-13,paid_search,US,True,Window Shopper
C000341,2023-01-21,email,AU,True,Bargain Hunter
C000342,2023-01-29,paid_search,US,False,Bargain Hunter
C000343,2023-03-07,direct,AU,True,Bargain Hunter
C000344,2023-02-26,organic_search,DE,True,Gift Shopper
C000345,2023-04-16,organic_search,UK,True,Window Shopper
C000346,2023-07-09,email,US,True,Bargain Hunter
C000347,2023-05-25,social,UK,True,Window Shopper
C000348,2023-05-07,organic_search,UK,False,Window Shopper
C000349,2023-03-08,social,AU,False,Gift Shopper
C000350,2023-04-26,paid_search,DE,True,Loyal Customer
C000351,2023-04-29,organic_search,CA,True,Loyal Customer
C000352,2023-02-09,organic_search,US,False,Bargain Hunter
C000353,2023-05-05,social,UK,True,Window Shopper
C000354,2023-01-19,social,US,True,Bargain Hunter
C000355,2023-02-28,direct,CA,True,Bargain Hunter
C000356,2023-03-22,direct,DE,True,Window Shopper
C000357,2023-04-20,organic_search,US,True,Window Shopper
C000358,2023-04-15,paid_search,US,True,Gift Shopper
C000359,2023-01-24,organic_search,DE,False,Bargain Hunter
C000360,2023-01-27,paid_search,US,True,Gift Shopper
C000361,2023-08-11,direct,US,True,Impulse Buyer
C000362,2023-01-18,organic_search,UK,True,Window Shopper
C000363,2023-01-22,social,US,False,Bargain Hunter
C000364,2023-04-24,email,AU,False,Bargain Hunter
C000365,2023-06-07,paid_search,US,True,Impulse Buyer
C000366,2023-02-02,social,AU,True,Window Shopper
C000367,2023-05-24,social,CA,True,Bargain Hunter
C000368,2023-02-23,organic_search,US,True,Loyal Customer
C000369,2023-04-15,social,US,True,Bargain Hunter
C000370,2023-03-24,email,US,True,Window Shopper
C000371,2023-03-03,organic_search,AU,False,Bargain Hunter
C000372,2023-05-12,organic_search,UK,False,Window Shopper
C000373,2023-02-21,social,UK,False,Bargain Hunter
C000374,2023-04-14,paid_search,AU,True,Bargain Hunter
C000375,2023-04-11,direct,UK,True,Bargain Hunter
C000376,2023-04-28,organic_search,US,True,Bargain Hunter
C000377,2023-05-27,paid_search,AU,True,Bargain Hunter
C000378,2023-05-12,social,DE,True,Window Shopper
C000379,2023-06-23,organic_search,DE,True,Bargain Hunter
C000380,2023-07-23,direct,DE,False,Gift Shopper
C000381,2023-03-14,email,CA,True,Window Shopper
C000382,2023-03-16,paid_search,US,False,Gift Shopper
C000383,2023-04-21,organic_search,US,True,Gift Shopper
C000384,2023-03-20,social,CA,False,Bargain Hunter
C000385,2023-05-18,organic_search,US,True,Window Shopper
C000386,2023-02-15,direct,US,True,Window Shopper
C000387,2023-03-25,direct,US,False,Impulse Buyer
C000388,2023-06-25,paid_search,US,True,Loyal Customer
C000389,2023-03-04,direct,AU,True,Loyal Customer
C000390,2023-03-04,direct,AU,True,Window Shopper
C000391,2023-02-16,organic_search,UK,False,Loyal Customer
C000392,2023-03-05,social,US,False,Bargain Hunter
C000393,2023-03-21,organic_search,CA,True,Window Shopper
C000394,2023-01-24,direct,AU,True,Bargain Hunter
C000395,2023-07-02,organic_search,UK,True,Impulse Buyer
C000396,2023-04-22,paid_search,UK,True,Window Shopper
C000397,2023-03-04,paid_search,US,True,Gift Shopper
C000398,2023-06-18,organic_search,CA,False,Gift Shopper
C000399,2023-04-16,direct,AU,True,Window Shopper
C000400,2023-03-21,email,CA,True,Impulse Buyer
C000401,2023-03-28,paid_search,US,False,Impulse Buyer
C000402,2023-06-15,organic_search,AU,False,Loyal Customer
C000403,2023-04-30,social,CA,True,Gift Shopper
C000404,2023-03-14,direct,UK,True,Window Shopper
C000405,2023-06-01,paid_search,UK,True,Gift Shopper
C000406,2023-07-28,direct,DE,True,Bargain Hunter
C000407,2023-04-22,organic_search,DE,True,Window Shopper
C000408,2023-03-31,organic_search,US,True,Window Shopper
C000409,2023-02-28,social,US,True,Window Shopper
C000410,2023-04-02,paid_search,US,True,Bargain Hunter
C000411,2023-03-20,email,US,True,Loyal Customer
C000412,2023-04-28,email,US,False,Loyal Customer
C000413,2023-03-03,direct,US,True,Impulse Buyer
C000414,2023-02-19,social,UK,True,Window Shopper
C000415,2023-02-21,email,US,True,Impulse Buyer
C000416,2023-01-21,organic_search,US,True,Impulse Buyer
C000417,2023-02-12,paid_search,US,True,Bargain Hunter
C000418,2023-03-07,paid_search,US,False,Bargain Hunter
C000419,2023-06-15,organic_search,DE,False,Impulse Buyer
C000420,2023-02-28,social,CA,True,Window Shopper
C000421,2023-03-16,direct,CA,False,Impulse Buyer
C000422,2023-03-28,direct,US,True,Loyal Customer
C000423,2023-03-12,social,CA,True,Gift Shopper
C000424,2023-04-23,email,US,True,Loyal Customer
C000425,2023-02-07,email,US,True,Window Shopper
C000426,2023-05-06,paid_search,US,True,Gift Shopper
C000427,2023-04-25,referral,US,False,Impulse Buyer
C000428,2023-03-13,social,US,False,Loyal Customer
C000429,2023-05-16,email,DE,False,Impulse Buyer
C000430,2023-06-08,paid_search,US,True,Window Shopper
C000431,2023-03-17,paid_search,US,True,Window Shopper
C000432,2023-02-20,email,AU,True,Window Shopper
C000433,2023-06-18,social,AU,False,Bargain Hunter
C000434,2023-02-24,social,US,True,Loyal Customer
C000435,2023-02-23,direct,DE,True,Bargain Hunter
C000436,2023-05-25,email,US,True,Window Shopper
C000437,2023-01-12,email,AU,True,Window Shopper
C000438,2023-06-04,direct,US,True,Window Shopper
C000439,2023-01-08,organic_search,US,True,Gift Shopper
C000440,2023-02-18,organic_search,UK,True,Loyal Customer
C000441,2023-01-26,social,CA,True,Impulse Buyer
C000442,2023-03-31,paid_search,DE,True,Window Shopper
C000443,2023-02-07,email,US,False,Impulse Buyer
C000444,2023-05-24,paid_search,US,True,Loyal Customer
C000445,2023-04-27,organic_search,AU,True,Loyal Customer
C000446,2023-01-30,direct,DE,True,Impulse Buyer
C000447,2023-01-24,paid_search,US,True,Gift Shopper
C000448,2023-04-04,social,UK,False,Impulse Buyer
C000449,2023-05-07,social,DE,True,Loyal Customer
C000450,2023-07-01,organic_search,DE,False,Impulse Buyer
C000451,2023-02-10,direct,AU,True,Loyal Customer
C000452,2023-02-13,paid_search,UK,True,Gift Shopper
C000453,2023-02-02,organic_search,DE,True,Gift Shopper
C000454,2023-04-07,paid_search,US,True,Window Shopper
C000455,2023-02-19,direct,AU,True,Gift Shopper
C000456,2023-01-18,email,UK,True,Impulse Buyer
C000457,2023-06-16,social,US,True,Gift Shopper
C000458,2023-07-16,organic_search,UK,True,Window Shopper
C000459,2023-05-04,social,UK,True,Bargain Hunter
C000460,2023-04-25,social,UK,False,Window Shopper
C000461,2023-02-18,direct,AU,True,Loyal Customer
C000462,2023-07-26,referral,CA,False,Bargain Hunter
C000463,2023-05-14,email,CA,True,Bargain Hunter
C000464,2023-04-08,paid_search,US,True,Loyal Customer
C000465,2023-04-13,social,DE,True,Bargain Hunter
C000466,2023-05-15,organic_search,US,True,Impulse Buyer
C000467,2023-04-07,paid_search,UK,False,Gift Shopper
C000468,2023-05-30,paid_search,UK,True,Window Shopper
C000469,2023-03-08,organic_search,US,False,Loyal Customer
C000470,2023-02-02,paid_search,US,True,Window Shopper
C000471,2023-01-16,organic_search,CA,True,Loyal Customer
C000472,2023-03-10,social,AU,False,Impulse Buyer
C000473,2023-05-16,social,UK,True,Window Shopper
C000474,2023-02-14,social,DE,True,Bargain Hunter
C000475,2023-02-06,social,AU,True,Loyal Customer
C000476,2023-06-20,direct,UK,False,Bargain Hunter
C000477,2023-05-08,organic_search,US,True,Gift Shopper
C000478,2023-03-16,organic_search,UK,True,Loyal Customer
C000479,2023-03-11,direct,US,True,Impulse Buyer
C000480,2023-04-08,direct,DE,False,Window Shopper
C000481,2023-05-30,organic_search,AU,True,Impulse Buyer
C000482,2023-04-05,paid_search,US,False,Window Shopper
C000483,2023-04-15,email,DE,True,Window Shopper
C000484,2023-02-18,social,US,True,Bargain Hunter
C000485,2023-07-25,organic_search,AU,False,Window Shopper
C000486,2023-03-03,social,US,True,Impulse Buyer
C000487,2023-02-16,direct,AU,True,Impulse Buyer
C000488,2023-07-07,social,UK,True,Window Shopper
C000489,2023-06-19,email,AU,False,Impulse Buyer
C000490,2023-04-11,email,US,False,Impulse Buyer
C000491,2023-03-05,paid_search,US,False,Bargain Hunter
C000492,2023-07-09,social,AU,False,Loyal Customer
C000493,2023-06-23,paid_search,AU,False,Window Shopper
C000494,2023-05-25,paid_search,US,False,Bargain Hunter
C000495,2023-05-29,social,DE,True,Impulse Buyer
C000496,2023-02-27,social,US,False,Impulse Buyer
C000497,2023-05-10,paid_search,AU,True,Bargain Hunter
C000498,2023-01-24,email,UK,True,Window Shopper
C000499,2023-04-05,organic_search,US,True,Loyal Customer
C000500,2023-04-10,organic_search,CA,False,Bargain Hunter
C000501,2023-05-20,social,CA,True,Impulse Buyer
C000502,2023-04-16,paid_search,CA,True,Bargain Hunter
C000503,2023-02-20,referral,AU,True,Window Shopper
C000504,2023-05-14,paid_search,US,False,Loyal Customer
C000505,2023-03-02,organic_search,UK,True,Impulse Buyer
C000506,2023-06-09,paid_search,US,False,Impulse Buyer
C000507,2023-03-11,email,US,True,Bargain Hunter
C000508,2023-05-22,referral,US,False,Bargain Hunter
C000509,2023-06-28,direct,AU,True,Bargain Hunter
C000510,2023-04-08,organic_search,CA,True,Impulse Buyer
